Country Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Ecuador,8.0,38.0,68.0,339.0,169.5,0.0,2551.0,5102.0,2568.5,35.0,4.0,13.0,22.0,460.0,0.0,3.0,27.0,137.0,111.0,0.0,78.0,58.0,91.0,0.0,7.0,14.0,21.0,31.0,41.0,3.0,14.0,7.0,34.0,24.0,3.0,12.0,682.0,460.0,238.0,16.0,0.0,6.0,77.0,119.0,6
Egypt,50.125,47.25,44.375,41.5,38.625,35.75,32.875,30.0,22.75,15.5,8.25,1.0,552.0,34.0,600.0,49.0,34.0,22.0,15.66666667,9.333333333,3.0,10.5,18.0,15.5,13.0,34.25,55.5,76.75,98.0,78.0,58.0,74.6,91.2,107.8,124.4,141.0,26.0,29.5,33.0,36.5,40.0,3.0,3.0,3.0,3
El Salvador,440.3076923,480.1538462,520.0,665.0,810.0,955.0,1100.0,577.5,55.0,10.0,7.333333333,4.666666667,2.0,22.0,0.0,8.0,12.0,4.0,475.0,7.0,3.0,1159.0,1.0,40.66666667,80.33333333,120.0,1.0,2.0,30.0,275.0,17.0,35.0,17.5,0.0,6.5,13.0,0.0,10.0,4.0,1.0,75.0,5.0,11.0,3.0,3
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,2.666666667,2.333333333,2.0,1.666666667,1.333333333,1.0,2.0,3.0,4.0,5.0,6.0,7.0,47.0,87.0,127.0,167.0,167.0,167
Eswatini,,,,500.0,53.0,44.16666667,35.33333333,26.5,17.66666667,8.833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.833333333,3.666666667,5.5,7.333333333,9.166666667,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ethiopia,6573.333333,0.0,60147.0,120294.0,179706.0,9.0,188.0,367.0,45.0,0.0,0.0,13.0,0.0,2.0,26.0,27.0,40.0,326.0,0.0,48.0,73.0,5.0,22.0,119.0,0.0,211.0,951.0,22.0,45.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,44.0,23.0,34.0,16.0,0.0,151.0,151
Fiji,18.0,0.0,4.5,9.0,20.5,32.0,20.0,1.0,5.5,10.0,0.0,0.5,1.0,21.0,22.0,23.0,24.0,25.0,0.0,12.0,4.0,1.0,9.0,17.0,16.0,10.0,4.0,7.0,7.0,14.0,2.0,9.5,17.0,11.33333333,5.666666667,0.0,47.0,27.0,7.0,1.0,8.0,6.0,1.0,0.0,0
Finland,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.23529412,26.47058824,39.70588235,52.94117647,66.17647059,79.41176471,92.64705882,105.8823529,119.1176471,132.3529412,145.5882353,158.8235294,172.0588235,185.2941176,198.5294118,211.7647059,225.0,225.0,225
France,6.0,0.0,30.0,55.0,4.0,6.0,5.0,27.0,10.0,9.0,62.0,20.0,51.0,16.0,13.0,16.0,5.0,23.0,15.0,146.0,11.0,17.0,28.0,19511.0,11.0,13.0,1393.0,5.0,5.0,18.0,81.0,6.0,12.0,4.0,22.0,3298.0,5.0,3.0,23.0,1451.0,1944.0,2.0,4813.0,2.0,10
Gabon,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.909090909,0.818181818,0.727272727,0.636363636,0.545454545,0.454545455,0.363636364,0.272727273,0.181818182,0.090909091,0.0,0
